"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","GDEXPRD","TOT","PC_GDP","A","1996",1.58339164870311,
"AUS","GDEXPRD","TOT","PC_GDP","A","1998",1.43809230481455,
"AUS","GDEXPRD","TOT","PC_GDP","A","2000",1.47746452105193,
"AUS","GDEXPRD","TOT","PC_GDP","A","2002",1.64947063523772,
"AUS","GDEXPRD","TOT","PC_GDP","A","2004",1.73124480279627,
"AUS","GDEXPRD","TOT","PC_GDP","A","2006",2.0041726755096,
"AUS","GDEXPRD","TOT","PC_GDP","A","2008",2.24570188351341,
"AUS","GDEXPRD","TOT","PC_GDP","A","2010",2.18230410088224,
"AUS","GDEXPRD","TOT","PC_GDP","A","2011",2.11403053636714,
"AUS","GDEXPRD","TOT","PC_GDP","A","2013",2.09389251374701,
"AUS","GDEXPRD","TOT","PC_GDP","A","2015",1.8774454842917,
"AUS","GDEXPRD","TOT","PC_GDP","A","2017",1.78852728610378,
"AUT","GDEXPRD","TOT","PC_GDP","A","1996",1.58076919537147,
"AUT","GDEXPRD","TOT","PC_GDP","A","1997",1.65491086019058,
"AUT","GDEXPRD","TOT","PC_GDP","A","1998",1.73154759330961,
"AUT","GDEXPRD","TOT","PC_GDP","A","1999",1.84537125182573,
"AUT","GDEXPRD","TOT","PC_GDP","A","2000",1.88602424420832,
"AUT","GDEXPRD","TOT","PC_GDP","A","2001",1.99210448081461,
"AUT","GDEXPRD","TOT","PC_GDP","A","2002",2.06598383788809,
"AUT","GDEXPRD","TOT","PC_GDP","A","2003",2.17455641590277,
"AUT","GDEXPRD","TOT","PC_GDP","A","2004",2.16611664552492,
"AUT","GDEXPRD","TOT","PC_GDP","A","2005",2.37323990476357,
"AUT","GDEXPRD","TOT","PC_GDP","A","2006",2.35922709819809,
"AUT","GDEXPRD","TOT","PC_GDP","A","2007",2.41843231712657,
"AUT","GDEXPRD","TOT","PC_GDP","A","2008",2.5694481629698,
"AUT","GDEXPRD","TOT","PC_GDP","A","2009",2.59673677655242,
"AUT","GDEXPRD","TOT","PC_GDP","A","2010",2.72610057349756,
"AUT","GDEXPRD","TOT","PC_GDP","A","2011",2.66867789645755,
"AUT","GDEXPRD","TOT","PC_GDP","A","2012",2.91471878002482,
"AUT","GDEXPRD","TOT","PC_GDP","A","2013",2.95491836935052,
"AUT","GDEXPRD","TOT","PC_GDP","A","2014",3.08428672143724,
"AUT","GDEXPRD","TOT","PC_GDP","A","2015",3.04969049949657,
"AUT","GDEXPRD","TOT","PC_GDP","A","2016",3.1165470454446,
"AUT","GDEXPRD","TOT","PC_GDP","A","2017",3.05673430582871,
"AUT","GDEXPRD","TOT","PC_GDP","A","2018",3.14256295556367,
"AUT","GDEXPRD","TOT","PC_GDP","A","2019",3.19154148618093,
"BEL","GDEXPRD","TOT","PC_GDP","A","1996",1.74298579592519,
"BEL","GDEXPRD","TOT","PC_GDP","A","1997",1.80971431132768,
"BEL","GDEXPRD","TOT","PC_GDP","A","1998",1.83825100209007,
"BEL","GDEXPRD","TOT","PC_GDP","A","1999",1.90564580566189,
"BEL","GDEXPRD","TOT","PC_GDP","A","2000",1.93619516589671,
"BEL","GDEXPRD","TOT","PC_GDP","A","2001",2.0327916505539,
"BEL","GDEXPRD","TOT","PC_GDP","A","2002",1.90324791270747,
"BEL","GDEXPRD","TOT","PC_GDP","A","2003",1.84119500416429,
"BEL","GDEXPRD","TOT","PC_GDP","A","2004",1.82050497301897,
"BEL","GDEXPRD","TOT","PC_GDP","A","2005",1.79060640173966,
"BEL","GDEXPRD","TOT","PC_GDP","A","2006",1.82269277552156,
"BEL","GDEXPRD","TOT","PC_GDP","A","2007",1.84999463067951,
"BEL","GDEXPRD","TOT","PC_GDP","A","2008",1.93683938647268,
"BEL","GDEXPRD","TOT","PC_GDP","A","2009",1.99859844697766,
"BEL","GDEXPRD","TOT","PC_GDP","A","2010",2.06187639426216,
"BEL","GDEXPRD","TOT","PC_GDP","A","2011",2.17332441767619,
"BEL","GDEXPRD","TOT","PC_GDP","A","2012",2.28114063401875,
"BEL","GDEXPRD","TOT","PC_GDP","A","2013",2.330725157809,
"BEL","GDEXPRD","TOT","PC_GDP","A","2014",2.37001632492836,
"BEL","GDEXPRD","TOT","PC_GDP","A","2015",2.42816558811658,
"BEL","GDEXPRD","TOT","PC_GDP","A","2016",2.52337710682044,
"BEL","GDEXPRD","TOT","PC_GDP","A","2017",2.66701536277917,
"BEL","GDEXPRD","TOT","PC_GDP","A","2018",2.6732600754877,
"BEL","GDEXPRD","TOT","PC_GDP","A","2019",2.88967044117502,
"CAN","GDEXPRD","TOT","PC_GDP","A","1996",1.60682178187883,
"CAN","GDEXPRD","TOT","PC_GDP","A","1997",1.61380311072789,
"CAN","GDEXPRD","TOT","PC_GDP","A","1998",1.71049218115397,
"CAN","GDEXPRD","TOT","PC_GDP","A","1999",1.74982910468715,
"CAN","GDEXPRD","TOT","PC_GDP","A","2000",1.85847020670463,
"CAN","GDEXPRD","TOT","PC_GDP","A","2001",2.02115604219326,
"CAN","GDEXPRD","TOT","PC_GDP","A","2002",1.97169458839535,
"CAN","GDEXPRD","TOT","PC_GDP","A","2003",1.96780705592442,
"CAN","GDEXPRD","TOT","PC_GDP","A","2004",1.99733329540154,
"CAN","GDEXPRD","TOT","PC_GDP","A","2005",1.97124346682236,
"CAN","GDEXPRD","TOT","PC_GDP","A","2006",1.94299894962194,
"CAN","GDEXPRD","TOT","PC_GDP","A","2007",1.90357751126509,
"CAN","GDEXPRD","TOT","PC_GDP","A","2008",1.85577785944947,
"CAN","GDEXPRD","TOT","PC_GDP","A","2009",1.91741539354459,
"CAN","GDEXPRD","TOT","PC_GDP","A","2010",1.82527754302397,
"CAN","GDEXPRD","TOT","PC_GDP","A","2011",1.78714059196319,
"CAN","GDEXPRD","TOT","PC_GDP","A","2012",1.7723282769657,
"CAN","GDEXPRD","TOT","PC_GDP","A","2013",1.70540418778424,
"CAN","GDEXPRD","TOT","PC_GDP","A","2014",1.71417285495299,
"CAN","GDEXPRD","TOT","PC_GDP","A","2015",1.69324285422175,
"CAN","GDEXPRD","TOT","PC_GDP","A","2016",1.72872845939468,
"CAN","GDEXPRD","TOT","PC_GDP","A","2017",1.66921964028532,
"CAN","GDEXPRD","TOT","PC_GDP","A","2018",1.55774912512191,
"CAN","GDEXPRD","TOT","PC_GDP","A","2019",1.53809734834977,
"CZE","GDEXPRD","TOT","PC_GDP","A","1996",0.88912152761643,
"CZE","GDEXPRD","TOT","PC_GDP","A","1997",0.98818685109872,
"CZE","GDEXPRD","TOT","PC_GDP","A","1998",1.06022190238076,
"CZE","GDEXPRD","TOT","PC_GDP","A","1999",1.04957294395919,
"CZE","GDEXPRD","TOT","PC_GDP","A","2000",1.10997452529849,
"CZE","GDEXPRD","TOT","PC_GDP","A","2001",1.09870553047815,
"CZE","GDEXPRD","TOT","PC_GDP","A","2002",1.09819389353032,
"CZE","GDEXPRD","TOT","PC_GDP","A","2003",1.14209824711028,
"CZE","GDEXPRD","TOT","PC_GDP","A","2004",1.13935305291265,
"CZE","GDEXPRD","TOT","PC_GDP","A","2005",1.1609974960441,
"CZE","GDEXPRD","TOT","PC_GDP","A","2006",1.22542372456053,
"CZE","GDEXPRD","TOT","PC_GDP","A","2007",1.29572380725855,
"CZE","GDEXPRD","TOT","PC_GDP","A","2008",1.23358160213314,
"CZE","GDEXPRD","TOT","PC_GDP","A","2009",1.28655796748872,
"CZE","GDEXPRD","TOT","PC_GDP","A","2010",1.32670404070255,
"CZE","GDEXPRD","TOT","PC_GDP","A","2011",1.54476645407074,
"CZE","GDEXPRD","TOT","PC_GDP","A","2012",1.76967142799845,
"CZE","GDEXPRD","TOT","PC_GDP","A","2013",1.87924059316247,
"CZE","GDEXPRD","TOT","PC_GDP","A","2014",1.958330634001,
"CZE","GDEXPRD","TOT","PC_GDP","A","2015",1.91688960340106,
"CZE","GDEXPRD","TOT","PC_GDP","A","2016",1.67002873055278,
"CZE","GDEXPRD","TOT","PC_GDP","A","2017",1.76854959801299,
"CZE","GDEXPRD","TOT","PC_GDP","A","2018",1.89944718388292,
"CZE","GDEXPRD","TOT","PC_GDP","A","2019",1.94165651470175,
"DNK","GDEXPRD","TOT","PC_GDP","A","1996",1.80667022555365,
"DNK","GDEXPRD","TOT","PC_GDP","A","1997",1.8891409808451,
"DNK","GDEXPRD","TOT","PC_GDP","A","1998",2.00618799409024,
"DNK","GDEXPRD","TOT","PC_GDP","A","1999",2.12764140630185,
"DNK","GDEXPRD","TOT","PC_GDP","A","2001",2.32466428665821,
"DNK","GDEXPRD","TOT","PC_GDP","A","2002",2.4414456044838,
"DNK","GDEXPRD","TOT","PC_GDP","A","2003",2.51084503744712,
"DNK","GDEXPRD","TOT","PC_GDP","A","2004",2.41916331461333,
"DNK","GDEXPRD","TOT","PC_GDP","A","2005",2.39337290680524,
"DNK","GDEXPRD","TOT","PC_GDP","A","2006",2.40300259922869,
"DNK","GDEXPRD","TOT","PC_GDP","A","2007",2.51541238893515,
"DNK","GDEXPRD","TOT","PC_GDP","A","2008",2.77345736762991,
"DNK","GDEXPRD","TOT","PC_GDP","A","2009",3.055142059803,
"DNK","GDEXPRD","TOT","PC_GDP","A","2010",2.91706627653998,
"DNK","GDEXPRD","TOT","PC_GDP","A","2011",2.94465135824493,
"DNK","GDEXPRD","TOT","PC_GDP","A","2012",2.98124711359842,
"DNK","GDEXPRD","TOT","PC_GDP","A","2013",2.97048153603097,
"DNK","GDEXPRD","TOT","PC_GDP","A","2014",2.91409348854176,
"DNK","GDEXPRD","TOT","PC_GDP","A","2015",3.05496648172147,
"DNK","GDEXPRD","TOT","PC_GDP","A","2016",3.0928335625267,
"DNK","GDEXPRD","TOT","PC_GDP","A","2017",3.02531737649085,
"DNK","GDEXPRD","TOT","PC_GDP","A","2018",3.02268679933515,
"DNK","GDEXPRD","TOT","PC_GDP","A","2019",2.95618574904396,
"FIN","GDEXPRD","TOT","PC_GDP","A","1996",2.45255867607731,
"FIN","GDEXPRD","TOT","PC_GDP","A","1997",2.62157752623932,
"FIN","GDEXPRD","TOT","PC_GDP","A","1998",2.78442501560503,
"FIN","GDEXPRD","TOT","PC_GDP","A","1999",3.0561949765199,
"FIN","GDEXPRD","TOT","PC_GDP","A","2000",3.24138200612715,
"FIN","GDEXPRD","TOT","PC_GDP","A","2001",3.19372333420914,
"FIN","GDEXPRD","TOT","PC_GDP","A","2002",3.2530776264429,
"FIN","GDEXPRD","TOT","PC_GDP","A","2003",3.2982214050834,
"FIN","GDEXPRD","TOT","PC_GDP","A","2004",3.30907220795173,
"FIN","GDEXPRD","TOT","PC_GDP","A","2005",3.32369889548052,
"FIN","GDEXPRD","TOT","PC_GDP","A","2006",3.332155098122,
"FIN","GDEXPRD","TOT","PC_GDP","A","2007",3.33704156688334,
"FIN","GDEXPRD","TOT","PC_GDP","A","2008",3.53696831647492,
"FIN","GDEXPRD","TOT","PC_GDP","A","2009",3.73402168949144,
"FIN","GDEXPRD","TOT","PC_GDP","A","2010",3.70532026171582,
"FIN","GDEXPRD","TOT","PC_GDP","A","2011",3.61806280871524,
"FIN","GDEXPRD","TOT","PC_GDP","A","2012",3.39832369165875,
"FIN","GDEXPRD","TOT","PC_GDP","A","2013",3.27137200777209,
"FIN","GDEXPRD","TOT","PC_GDP","A","2014",3.14750818039894,
"FIN","GDEXPRD","TOT","PC_GDP","A","2015",2.87196347896019,
"FIN","GDEXPRD","TOT","PC_GDP","A","2016",2.72441820906776,
"FIN","GDEXPRD","TOT","PC_GDP","A","2017",2.72787128647244,
"FIN","GDEXPRD","TOT","PC_GDP","A","2018",2.75473264411886,
"FIN","GDEXPRD","TOT","PC_GDP","A","2019",2.79491885907409,
"FRA","GDEXPRD","TOT","PC_GDP","A","1996",2.22279940196412,
"FRA","GDEXPRD","TOT","PC_GDP","A","1997",2.14698921561878,
"FRA","GDEXPRD","TOT","PC_GDP","A","1998",2.0947576357205,
"FRA","GDEXPRD","TOT","PC_GDP","A","1999",2.10766738341712,
"FRA","GDEXPRD","TOT","PC_GDP","A","2000",2.09346097789441,
"FRA","GDEXPRD","TOT","PC_GDP","A","2001",2.13804251722793,
"FRA","GDEXPRD","TOT","PC_GDP","A","2002",2.17449451420776,
"FRA","GDEXPRD","TOT","PC_GDP","A","2003",2.11993720847801,
"FRA","GDEXPRD","TOT","PC_GDP","A","2004",2.09461284410561,
"FRA","GDEXPRD","TOT","PC_GDP","A","2005",2.05150582335969,
"FRA","GDEXPRD","TOT","PC_GDP","A","2006",2.05093799153857,
"FRA","GDEXPRD","TOT","PC_GDP","A","2007",2.02451299604401,
"FRA","GDEXPRD","TOT","PC_GDP","A","2008",2.06116919463155,
"FRA","GDEXPRD","TOT","PC_GDP","A","2009",2.21206518000725,
"FRA","GDEXPRD","TOT","PC_GDP","A","2010",2.17857321921787,
"FRA","GDEXPRD","TOT","PC_GDP","A","2011",2.19161452586975,
"FRA","GDEXPRD","TOT","PC_GDP","A","2012",2.22706582331325,
"FRA","GDEXPRD","TOT","PC_GDP","A","2013",2.23702513096375,
"FRA","GDEXPRD","TOT","PC_GDP","A","2014",2.2759166699616,
"FRA","GDEXPRD","TOT","PC_GDP","A","2015",2.26703077466121,
"FRA","GDEXPRD","TOT","PC_GDP","A","2016",2.22238389099287,
"FRA","GDEXPRD","TOT","PC_GDP","A","2017",2.20348278500916,
"FRA","GDEXPRD","TOT","PC_GDP","A","2018",2.19586305168792,
"FRA","GDEXPRD","TOT","PC_GDP","A","2019",2.19145560306517,
"DEU","GDEXPRD","TOT","PC_GDP","A","1996",2.14461147716745,
"DEU","GDEXPRD","TOT","PC_GDP","A","1997",2.18832129107921,
"DEU","GDEXPRD","TOT","PC_GDP","A","1998",2.21612930769154,
"DEU","GDEXPRD","TOT","PC_GDP","A","1999",2.34779235535184,
"DEU","GDEXPRD","TOT","PC_GDP","A","2000",2.40981736199024,
"DEU","GDEXPRD","TOT","PC_GDP","A","2001",2.40437243963287,
"DEU","GDEXPRD","TOT","PC_GDP","A","2002",2.4362209979437,
"DEU","GDEXPRD","TOT","PC_GDP","A","2003",2.47461387159348,
"DEU","GDEXPRD","TOT","PC_GDP","A","2004",2.43518832982692,
"DEU","GDEXPRD","TOT","PC_GDP","A","2005",2.44192827894822,
"DEU","GDEXPRD","TOT","PC_GDP","A","2006",2.47231547788753,
"DEU","GDEXPRD","TOT","PC_GDP","A","2007",2.46048056650197,
"DEU","GDEXPRD","TOT","PC_GDP","A","2008",2.61513302624397,
"DEU","GDEXPRD","TOT","PC_GDP","A","2009",2.74266255882702,
"DEU","GDEXPRD","TOT","PC_GDP","A","2010",2.73023738816097,
"DEU","GDEXPRD","TOT","PC_GDP","A","2011",2.80554628346872,
"DEU","GDEXPRD","TOT","PC_GDP","A","2012",2.88165555073926,
"DEU","GDEXPRD","TOT","PC_GDP","A","2013",2.83598654738827,
"DEU","GDEXPRD","TOT","PC_GDP","A","2014",2.87784049490509,
"DEU","GDEXPRD","TOT","PC_GDP","A","2015",2.93379174404695,
"DEU","GDEXPRD","TOT","PC_GDP","A","2016",2.94038918698201,
"DEU","GDEXPRD","TOT","PC_GDP","A","2017",3.05392305191021,
"DEU","GDEXPRD","TOT","PC_GDP","A","2018",3.11848209843255,
"DEU","GDEXPRD","TOT","PC_GDP","A","2019",3.17607457125875,
"GRC","GDEXPRD","TOT","PC_GDP","A","1997",0.42909826928453,
"GRC","GDEXPRD","TOT","PC_GDP","A","1999",0.5682310958355,
"GRC","GDEXPRD","TOT","PC_GDP","A","2001",0.55948388830407,
"GRC","GDEXPRD","TOT","PC_GDP","A","2003",0.54653661525485,
"GRC","GDEXPRD","TOT","PC_GDP","A","2004",0.52730333602603,
"GRC","GDEXPRD","TOT","PC_GDP","A","2005",0.57895618448942,
"GRC","GDEXPRD","TOT","PC_GDP","A","2006",0.56118204333542,
"GRC","GDEXPRD","TOT","PC_GDP","A","2007",0.57654971035306,
"GRC","GDEXPRD","TOT","PC_GDP","A","2008",0.66183206722197,
"GRC","GDEXPRD","TOT","PC_GDP","A","2009",0.62556891428918,
"GRC","GDEXPRD","TOT","PC_GDP","A","2010",0.60346942419589,
"GRC","GDEXPRD","TOT","PC_GDP","A","2011",0.68425978813308,
"GRC","GDEXPRD","TOT","PC_GDP","A","2012",0.71002129478664,
"GRC","GDEXPRD","TOT","PC_GDP","A","2013",0.8159998628629,
"GRC","GDEXPRD","TOT","PC_GDP","A","2014",0.83943859824788,
"GRC","GDEXPRD","TOT","PC_GDP","A","2015",0.96747358977145,
"GRC","GDEXPRD","TOT","PC_GDP","A","2016",1.00677848751636,
"GRC","GDEXPRD","TOT","PC_GDP","A","2017",1.1506679681136,
"GRC","GDEXPRD","TOT","PC_GDP","A","2018",1.21256480621749,
"GRC","GDEXPRD","TOT","PC_GDP","A","2019",1.27394114547478,
"HUN","GDEXPRD","TOT","PC_GDP","A","1996",0.63026506166192,
"HUN","GDEXPRD","TOT","PC_GDP","A","1997",0.69895161728485,
"HUN","GDEXPRD","TOT","PC_GDP","A","1998",0.6571061565949,
"HUN","GDEXPRD","TOT","PC_GDP","A","1999",0.67185899845208,
"HUN","GDEXPRD","TOT","PC_GDP","A","2000",0.79095758557532,
"HUN","GDEXPRD","TOT","PC_GDP","A","2001",0.91309785891017,
"HUN","GDEXPRD","TOT","PC_GDP","A","2002",0.98354701618271,
"HUN","GDEXPRD","TOT","PC_GDP","A","2003",0.91865075911955,
"HUN","GDEXPRD","TOT","PC_GDP","A","2004",0.86123008102922,
"HUN","GDEXPRD","TOT","PC_GDP","A","2005",0.9213881578889,
"HUN","GDEXPRD","TOT","PC_GDP","A","2006",0.97857490566307,
"HUN","GDEXPRD","TOT","PC_GDP","A","2007",0.95595219071793,
"HUN","GDEXPRD","TOT","PC_GDP","A","2008",0.97874279894472,
"HUN","GDEXPRD","TOT","PC_GDP","A","2009",1.13068151410085,
"HUN","GDEXPRD","TOT","PC_GDP","A","2010",1.13086452067294,
"HUN","GDEXPRD","TOT","PC_GDP","A","2011",1.18077044433555,
"HUN","GDEXPRD","TOT","PC_GDP","A","2012",1.25753370375275,
"HUN","GDEXPRD","TOT","PC_GDP","A","2013",1.38688524481924,
"HUN","GDEXPRD","TOT","PC_GDP","A","2014",1.34716786403153,
"HUN","GDEXPRD","TOT","PC_GDP","A","2015",1.34065747986973,
"HUN","GDEXPRD","TOT","PC_GDP","A","2016",1.18114980338815,
"HUN","GDEXPRD","TOT","PC_GDP","A","2017",1.31841136500173,
"HUN","GDEXPRD","TOT","PC_GDP","A","2018",1.50912976966525,
"HUN","GDEXPRD","TOT","PC_GDP","A","2019",1.47788146764257,
"ISL","GDEXPRD","TOT","PC_GDP","A","1997",1.79808152402916,
"ISL","GDEXPRD","TOT","PC_GDP","A","1998",1.95099471706695,
"ISL","GDEXPRD","TOT","PC_GDP","A","1999",2.23506494624465,
"ISL","GDEXPRD","TOT","PC_GDP","A","2000",2.57201278031649,
"ISL","GDEXPRD","TOT","PC_GDP","A","2001",2.83989275093585,
"ISL","GDEXPRD","TOT","PC_GDP","A","2002",2.82120410381852,
"ISL","GDEXPRD","TOT","PC_GDP","A","2003",2.70549961091214,
"ISL","GDEXPRD","TOT","PC_GDP","A","2005",2.67969228423395,
"ISL","GDEXPRD","TOT","PC_GDP","A","2006",2.85265680611448,
"ISL","GDEXPRD","TOT","PC_GDP","A","2007",2.53293510484808,
"ISL","GDEXPRD","TOT","PC_GDP","A","2008",2.46414014433867,
"ISL","GDEXPRD","TOT","PC_GDP","A","2009",2.59713372029229,
"ISL","GDEXPRD","TOT","PC_GDP","A","2011",2.40366524688176,
"ISL","GDEXPRD","TOT","PC_GDP","A","2013",1.69237734966777,
"ISL","GDEXPRD","TOT","PC_GDP","A","2014",1.93616026863124,
"ISL","GDEXPRD","TOT","PC_GDP","A","2015",2.18138989027103,
"ISL","GDEXPRD","TOT","PC_GDP","A","2016",2.10980268404606,
"ISL","GDEXPRD","TOT","PC_GDP","A","2017",2.08375058325803,
"ISL","GDEXPRD","TOT","PC_GDP","A","2018",2.00643224987451,
"ISL","GDEXPRD","TOT","PC_GDP","A","2019",2.34511948694923,
"IRL","GDEXPRD","TOT","PC_GDP","A","1996",1.2716367072004,
"IRL","GDEXPRD","TOT","PC_GDP","A","1997",1.24324176967576,
"IRL","GDEXPRD","TOT","PC_GDP","A","1998",1.20905024206234,
"IRL","GDEXPRD","TOT","PC_GDP","A","1999",1.15292272493351,
"IRL","GDEXPRD","TOT","PC_GDP","A","2000",1.08477639621027,
"IRL","GDEXPRD","TOT","PC_GDP","A","2001",1.05261950054873,
"IRL","GDEXPRD","TOT","PC_GDP","A","2002",1.05607929641788,
"IRL","GDEXPRD","TOT","PC_GDP","A","2003",1.12468873167434,
"IRL","GDEXPRD","TOT","PC_GDP","A","2004",1.17831292147144,
"IRL","GDEXPRD","TOT","PC_GDP","A","2005",1.19249816440461,
"IRL","GDEXPRD","TOT","PC_GDP","A","2006",1.19888086426283,
"IRL","GDEXPRD","TOT","PC_GDP","A","2007",1.23370671392629,
"IRL","GDEXPRD","TOT","PC_GDP","A","2008",1.38876837309218,
"IRL","GDEXPRD","TOT","PC_GDP","A","2009",1.61118115036156,
"IRL","GDEXPRD","TOT","PC_GDP","A","2010",1.59208321924767,
"IRL","GDEXPRD","TOT","PC_GDP","A","2011",1.55945407700517,
"IRL","GDEXPRD","TOT","PC_GDP","A","2012",1.56129703564569,
"IRL","GDEXPRD","TOT","PC_GDP","A","2013",1.5661943338321,
"IRL","GDEXPRD","TOT","PC_GDP","A","2014",1.52048615792385,
"IRL","GDEXPRD","TOT","PC_GDP","A","2015",1.18267489888847,
"IRL","GDEXPRD","TOT","PC_GDP","A","2016",1.17244796396699,
"IRL","GDEXPRD","TOT","PC_GDP","A","2017",1.22352226803537,
"IRL","GDEXPRD","TOT","PC_GDP","A","2018",1.16593181825442,
"IRL","GDEXPRD","TOT","PC_GDP","A","2019",1.22823714466444,
"ITA","GDEXPRD","TOT","PC_GDP","A","1996",0.94590337799237,
"ITA","GDEXPRD","TOT","PC_GDP","A","1997",0.98768965062988,
"ITA","GDEXPRD","TOT","PC_GDP","A","1998",1.00486795478375,
"ITA","GDEXPRD","TOT","PC_GDP","A","1999",0.98064969605995,
"ITA","GDEXPRD","TOT","PC_GDP","A","2000",1.00363838345941,
"ITA","GDEXPRD","TOT","PC_GDP","A","2001",1.0407037053168,
"ITA","GDEXPRD","TOT","PC_GDP","A","2002",1.08123708719861,
"ITA","GDEXPRD","TOT","PC_GDP","A","2003",1.05894256887465,
"ITA","GDEXPRD","TOT","PC_GDP","A","2004",1.05025135662344,
"ITA","GDEXPRD","TOT","PC_GDP","A","2005",1.04435132190569,
"ITA","GDEXPRD","TOT","PC_GDP","A","2006",1.08401127645318,
"ITA","GDEXPRD","TOT","PC_GDP","A","2007",1.12899124730515,
"ITA","GDEXPRD","TOT","PC_GDP","A","2008",1.15972442806049,
"ITA","GDEXPRD","TOT","PC_GDP","A","2009",1.21787466447265,
"ITA","GDEXPRD","TOT","PC_GDP","A","2010",1.21797001811107,
"ITA","GDEXPRD","TOT","PC_GDP","A","2011",1.20154846460586,
"ITA","GDEXPRD","TOT","PC_GDP","A","2012",1.26219042628946,
"ITA","GDEXPRD","TOT","PC_GDP","A","2013",1.30107475343533,
"ITA","GDEXPRD","TOT","PC_GDP","A","2014",1.33840482053153,
"ITA","GDEXPRD","TOT","PC_GDP","A","2015",1.33850442956345,
"ITA","GDEXPRD","TOT","PC_GDP","A","2016",1.36642247716517,
"ITA","GDEXPRD","TOT","PC_GDP","A","2017",1.37013409245967,
"ITA","GDEXPRD","TOT","PC_GDP","A","2018",1.42212736519664,
"ITA","GDEXPRD","TOT","PC_GDP","A","2019",1.44766556390373,
"JPN","GDEXPRD","TOT","PC_GDP","A","1996",2.69206394971234,
"JPN","GDEXPRD","TOT","PC_GDP","A","1997",2.76967850339563,
"JPN","GDEXPRD","TOT","PC_GDP","A","1998",2.8736250819083,
"JPN","GDEXPRD","TOT","PC_GDP","A","1999",2.89283323948844,
"JPN","GDEXPRD","TOT","PC_GDP","A","2000",2.90568609432966,
"JPN","GDEXPRD","TOT","PC_GDP","A","2001",2.97183047963213,
"JPN","GDEXPRD","TOT","PC_GDP","A","2002",3.01393971389157,
"JPN","GDEXPRD","TOT","PC_GDP","A","2003",3.04295337588793,
"JPN","GDEXPRD","TOT","PC_GDP","A","2004",3.02951846706134,
"JPN","GDEXPRD","TOT","PC_GDP","A","2005",3.18099382446586,
"JPN","GDEXPRD","TOT","PC_GDP","A","2006",3.27844306774393,
"JPN","GDEXPRD","TOT","PC_GDP","A","2007",3.33959602639291,
"JPN","GDEXPRD","TOT","PC_GDP","A","2008",3.33717996211752,
"JPN","GDEXPRD","TOT","PC_GDP","A","2009",3.23139850582532,
"JPN","GDEXPRD","TOT","PC_GDP","A","2010",3.13707537804742,
"JPN","GDEXPRD","TOT","PC_GDP","A","2011",3.24476642141925,
"JPN","GDEXPRD","TOT","PC_GDP","A","2012",3.20908393695455,
"JPN","GDEXPRD","TOT","PC_GDP","A","2013",3.31495982714583,
"JPN","GDEXPRD","TOT","PC_GDP","A","2014",3.40021853521083,
"JPN","GDEXPRD","TOT","PC_GDP","A","2015",3.28164920637251,
"JPN","GDEXPRD","TOT","PC_GDP","A","2016",3.15786429028646,
"JPN","GDEXPRD","TOT","PC_GDP","A","2017",3.20797662710978,
"JPN","GDEXPRD","TOT","PC_GDP","A","2018",3.27511951097143,
"JPN","GDEXPRD","TOT","PC_GDP","A","2019",3.24073389203157,
"KOR","GDEXPRD","TOT","PC_GDP","A","1996",2.21616177132404,
"KOR","GDEXPRD","TOT","PC_GDP","A","1997",2.24829640787171,
"KOR","GDEXPRD","TOT","PC_GDP","A","1998",2.11025579502296,
"KOR","GDEXPRD","TOT","PC_GDP","A","1999",2.01567191306833,
"KOR","GDEXPRD","TOT","PC_GDP","A","2000",2.12519489456051,
"KOR","GDEXPRD","TOT","PC_GDP","A","2001",2.27864719210015,
"KOR","GDEXPRD","TOT","PC_GDP","A","2002",2.20774425915904,
"KOR","GDEXPRD","TOT","PC_GDP","A","2003",2.27722450783111,
"KOR","GDEXPRD","TOT","PC_GDP","A","2004",2.44213848730878,
"KOR","GDEXPRD","TOT","PC_GDP","A","2005",2.52289614117866,
"KOR","GDEXPRD","TOT","PC_GDP","A","2006",2.71933803798025,
"KOR","GDEXPRD","TOT","PC_GDP","A","2007",2.87258149467146,
"KOR","GDEXPRD","TOT","PC_GDP","A","2008",2.98887200451562,
"KOR","GDEXPRD","TOT","PC_GDP","A","2009",3.14668557794568,
"KOR","GDEXPRD","TOT","PC_GDP","A","2010",3.31577672130706,
"KOR","GDEXPRD","TOT","PC_GDP","A","2011",3.59198522078608,
"KOR","GDEXPRD","TOT","PC_GDP","A","2012",3.8504046040466,
"KOR","GDEXPRD","TOT","PC_GDP","A","2013",3.95123898209984,
"KOR","GDEXPRD","TOT","PC_GDP","A","2014",4.07786475718761,
"KOR","GDEXPRD","TOT","PC_GDP","A","2015",3.97820025175806,
"KOR","GDEXPRD","TOT","PC_GDP","A","2016",3.98703718069077,
"KOR","GDEXPRD","TOT","PC_GDP","A","2017",4.29205559905964,
"KOR","GDEXPRD","TOT","PC_GDP","A","2018",4.51633383979877,
"KOR","GDEXPRD","TOT","PC_GDP","A","2019",4.64018893604036,
"LUX","GDEXPRD","TOT","PC_GDP","A","2000",1.5767294661967,
"LUX","GDEXPRD","TOT","PC_GDP","A","2003",1.62594858138087,
"LUX","GDEXPRD","TOT","PC_GDP","A","2004",1.60261883023073,
"LUX","GDEXPRD","TOT","PC_GDP","A","2005",1.57170714034546,
